Product,Category,Country,Reported packaging type,Sample size (n),Summarized findings (ng/serving),Compounds tested,Phthalates (ng/serving),Phthalate substitutes (ng/serving),Bisphenols (ng/serving),Author,Title,Published,Reporting format,Mean DBP (ng/g),Mean BBP (ng/g),Mean DEHP (ng/g),Mean DINP (ng/g),Mean DIDP (ng/g),Mean DMP (ng/g),Mean DEP (ng/g),Mean DIBP (ng/g),Mean DNHP (ng/g),Mean DCHP (ng/g),Mean DNOP (ng/g),Mean DIDA (ng/g),Mean DEHA (ng/g),Mean DINCH (ng/g),Mean DEHT (ng/g),Mean BPA (ng/g),Mean BPS (ng/g),Mean BPF (ng/g),Serving size (g),Notes,Avg individual phthalate amount (ng/serving),Avg individual phthalate substitute amount (ng/serving),Avg individual bisphenol amount (ng/serving),Phthalates (n),Phthalate substitutes (n),Bisphenols (n)
Annie's organic cheesy ravioli,Prepared meals,USA,Can,2-3,"53,579 ng/serving for 10 phthalates","Phthalates: DBP, BBP, DEHP, DINP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",53579,0,0,Consumer Reports,The Plastic Chemicals Hiding in Your Food,2024,sum,,,,,,,,,,,,,,,,,,,,,5358,,,10,0,0
Chef Boyardee beefaroni pasta in tomato and meat sauce,Prepared meals,USA,Can,2-3,"13,628 ng/serving for 10 phthalates","Phthalates: DBP, BBP, DEHP, DINP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",13628,0,0,Consumer Reports,The Plastic Chemicals Hiding in Your Food,2024,sum,,,,,,,,,,,,,,,,,,,,,1363,,,10,0,0
Banquet chicken pot pie,Prepared meals,USA,Paperboard,2-3,"12,494 ng/serving for 10 phthalates","Phthalates: DBP, BBP, DEHP, DINP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",12494,0,0,Consumer Reports,The Plastic Chemicals Hiding in Your Food,2024,sum,,,,,,,,,,,,,,,,,,,,,1249,,,10,0,0
Campbell's chunky classic chicken noodle soup,Prepared meals,USA,Plastic,2-3,"6,768 ng/serving for 10 phthalates","Phthalates: DBP, BBP, DEHP, DINP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",6768,0,0,Consumer Reports,The Plastic Chemicals Hiding in Your Food,2024,sum,,,,,,,,,,,,,,,,,,,,,677,,,10,0,0
Chef Boyardee big bowl beefaroni pasta in meat sauce,Prepared meals,USA,Plastic,2-3,"5,064 ng/serving for 10 phthalates","Phthalates: DBP, BBP, DEHP, DINP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",5064,0,0,Consumer Reports,The Plastic Chemicals Hiding in Your Food,2024,sum,,,,,,,,,,,,,,,,,,,,,506,,,10,0,0
Campbell's chicken noodle soup,Prepared meals,USA,Can,2-3,"2,848 ng/serving for 10 phthalates","Phthalates: DBP, BBP, DEHP, DINP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",2848,0,0,Consumer Reports,The Plastic Chemicals Hiding in Your Food,2024,sum,,,,,,,,,,,,,,,,,,,,,285,,,10,0,0
Red Baron brick oven cheese-trio pizza,Prepared meals,USA,Paperboard box with plastic wrap inside,2-3,"1,707 ng/serving for 10 phthalates","Phthalates: DBP, BBP, DEHP, DINP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",1707,0,0,Consumer Reports,The Plastic Chemicals Hiding in Your Food,2024,sum,,,,,,,,,,,,,,,,,,,,,171,,,10,0,0
Chicken of the Sea pink salmon in water skinless boneless,Seafood,USA,Can,2-3,"24,321 ng/serving for 10 phthalates","Phthalates: DBP, BBP, DEHP, DINP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",24321,0,0,Consumer Reports,The Plastic Chemicals Hiding in Your Food,2024,sum,,,,,,,,,,,,,,,,,,,,,2432,,,10,0,0
King Oscar wild caught sardines in extra virgin olive oil,Seafood,USA,Can,2-3,"7,792 ng/serving for 10 phthalates","Phthalates: DBP, BBP, DEHP, DINP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",7792,0,0,Consumer Reports,The Plastic Chemicals Hiding in Your Food,2024,sum,,,,,,,,,,,,,,,,,,,,,779,,,10,0,0
Snow's chopped clams,Seafood,USA,Can,2-3,"4,380 ng/serving for 10 phthalates","Phthalates: DBP, BBP, DEHP, DINP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",4380,0,0,Consumer Reports,The Plastic Chemicals Hiding in Your Food,2024,sum,,,,,,,,,,,,,,,,,,,,,438,,,10,0,0
StarKist wild caught light tuna in water,Seafood,USA,Pouch,2-3,"1,735 ng/serving for 10 phthalates","Phthalates: DBP, BBP, DEHP, DINP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",1735,0,0,Consumer Reports,The Plastic Chemicals Hiding in Your Food,2024,sum,,,,,,,,,,,,,,,,,,,,,174,,,10,0,0
StarKist chunk light tuna in water,Seafood,USA,Can,2-3,"1,687 ng/serving for 10 phthalates","Phthalates: DBP, BBP, DEHP, DINP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",1687,0,0,Consumer Reports,The Plastic Chemicals Hiding in Your Food,2024,sum,,,,,,,,,,,,,,,,,,,,,169,,,10,0,0
Season Brand sardines in water skinless & boneless,Seafood,USA,Can,2-3,"1,258 ng/serving for 10 phthalates","Phthalates: DBP, BBP, DEHP, DINP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",1258,0,0,Consumer Reports,The Plastic Chemicals Hiding in Your Food,2024,sum,,,,,,,,,,,,,,,,,,,,,126,,,10,0,0
Apple slices: fresh sample 1 (School Lunch),Fruits and vegetables,USA,Plastic bag,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,125,,,0,,0,1,0
Carrots: cooked sample 1 (School Lunch),Fruits and vegetables,USA,Tray with plastic film,1,"480,000 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,480000,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"6,000",N/A,N/A,N/A,N/A,N/A,80,,,480000,,0,1,0
Carrots: cooked batch 2 sample 1 (School Lunch),Fruits and vegetables,USA,Tray with plastic film,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,80,,,0,,0,1,0
Carrots: raw sample 1 (School Lunch),Fruits and vegetables,USA,Plastic bag,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,60,,,0,,0,1,0
Corn sample 1 (School Lunch),Fruits and vegetables,USA,Tray with plastic film,1,"690,200 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,690200,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"8,120",N/A,N/A,N/A,N/A,N/A,85,,,690200,,0,1,0
French fries sample 1 (School Lunch),Fast food,USA,Plastic bag (frozen),1,"504,050 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,504050,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,930",N/A,N/A,N/A,N/A,N/A,85,,,504050,,0,1,0
Strawberries sample 1 (School Lunch),Fruits and vegetables,USA,Plastic bag (frozen),1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,150,,,0,,0,1,0
Juice sample 1 (School Lunch),Beverages,USA,Paper carton,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,120,,,0,,0,1,0
Salsa sample 1 (School Lunch),Condiments,USA,Plastic container,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,30,,,0,,0,1,0
American cheese slices sample 1 (School Lunch),Dairy,USA,Plastic wrap,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,30,,,0,,0,1,0
Milk 2% sample 1 (School Lunch),Dairy,USA,Plastic carton,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,240,,,0,,0,1,0
Milk 1% sample 1 (School Lunch),Dairy,USA,Paper carton,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,240,,,0,,0,1,0
Nacho cheese sauce sample 1 (School Lunch),Dairy,USA,Plastic container,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,30,,,0,,0,1,0
Chicken nuggets sample 1 (School Lunch),Fast food,USA,Plastic bag (frozen),1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,100,,,0,,0,1,0
Chicken nuggets batch 2 sample 1 (School Lunch),Fast food,USA,Plastic bag (frozen),1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,100,,,0,,0,1,0
Chicken with BBQ sauce sample 1 (School Lunch),Prepared meals,USA,Chicken: Plastic bag (frozen); Sauce: plastic bottle,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,115,,,0,,0,1,0
Chicken with taco seasoning sample 1 (School Lunch),Prepared meals,USA,Chicken: Plastic bag (frozen),1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,100,,,0,,0,1,0
Chicken with teriyaki sauce sample 1 (School Lunch),Prepared meals,USA,Chicken: Plastic bag (frozen); Sauce: plastic bottle,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,115,,,0,,0,1,0
Chicken patty sample 1 (School Lunch),Fast food,USA,Plastic bag (frozen),1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,100,,,0,,0,1,0
Chicken tenders sample 1 (School Lunch),Fast food,USA,Plastic bag (frozen),1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,100,,,0,,0,1,0
Ham (deli meat) sample 1 (School Lunch),Meat and poultry,USA,Plastic wrap,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,85,,,0,,0,1,0
Hamburger sample 1 (School Lunch),Fast food,USA,Burgers: plastic bag (frozen); Buns: plastic bag,1,"50,000 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,50000,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500,N/A,N/A,N/A,N/A,N/A,100,,,50000,,0,1,0
Hamburger batch 2 sample 1 (School Lunch),Fast food,USA,Tray with plastic film,1,"303,000 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,303000,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,030",N/A,N/A,N/A,N/A,N/A,100,,,303000,,0,1,0
Hot dogs sample 1 (School Lunch),Fast food,USA,Plastic bag (frozen),1,"7,500 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,7500,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,N/A,N/A,N/A,N/A,N/A,50,,,7500,,0,1,0
Taco meat (beef) sample 1 (School Lunch),Fast food,USA,Tray with plastic film,1,"56,000 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,56000,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,800,N/A,N/A,N/A,N/A,N/A,70,,,56000,,0,1,0
Pizza sample 1 (School Lunch),Fast food,USA,Tray with plastic film,1,"46,800 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,46800,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,520,N/A,N/A,N/A,N/A,N/A,90,,,46800,,0,1,0
Pizza sample 1 (School Lunch),Fast food,USA,Plastic wrap (frozen),1,"19,800 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,19800,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,220,N/A,N/A,N/A,N/A,N/A,90,,,19800,,0,1,0
Pizza sample 1 (School Lunch),Fast food,USA,Plastic wrap (frozen),1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,90,,,0,,0,1,0
Carrots: cooked sample 2 (School Lunch),Fruits and vegetables,USA,Tray with plastic film,1,"598,400 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,598400,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"7,480",N/A,N/A,N/A,N/A,N/A,80,,,598400,,0,1,0
Carrots: cooked batch 2 sample 2 (School Lunch),Fruits and vegetables,USA,Tray with plastic film,1,"649,600 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,649600,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"8,120",N/A,N/A,N/A,N/A,N/A,80,,,649600,,0,1,0
Carrots: raw sample 2 (School Lunch),Fruits and vegetables,USA,Plastic bag,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,60,,,0,,0,1,0
Corn sample 2 (School Lunch),Fruits and vegetables,USA,Tray with plastic film,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,85,,,0,,0,1,0
French fries sample 2 (School Lunch),Fast food,USA,Plastic bag (frozen),1,"76,500 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,76500,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,900,N/A,N/A,N/A,N/A,N/A,85,,,76500,,0,1,0
Strawberries sample 2 (School Lunch),Fruits and vegetables,USA,Plastic bag (frozen),1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,150,,,0,,0,1,0
Juice sample 2 (School Lunch),Beverages,USA,Paper carton,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,120,,,0,,0,1,0
Salsa sample 2 (School Lunch),Condiments,USA,Plastic container,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,30,,,0,,0,1,0
American cheese slices sample 2 (School Lunch),Dairy,USA,Plastic wrap,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,30,,,0,,0,1,0
Milk 1% sample 2 (School Lunch),Dairy,USA,Paper carton,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,240,,,0,,0,1,0
Nacho cheese sauce sample 2 (School Lunch),Dairy,USA,Plastic container,1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,30,,,0,,0,1,0
Chicken nuggets batch 2 sample 2 (School Lunch),Fast food,USA,Plastic bag (frozen),1,"20,000 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,20000,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,200,N/A,N/A,N/A,N/A,N/A,100,,,20000,,0,1,0
Chicken patty sample 2 (School Lunch),Fast food,USA,Plastic bag (frozen),1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,100,,,0,,0,1,0
Chicken tenders sample 2 (School Lunch),Fast food,USA,Plastic bag (frozen),1,0 ng/serving for 1 phthalate substitutes,Phthalate subsitutes: DEHA,0,0,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,100,,,0,,0,1,0
Ham (deli meat) sample 2 (School Lunch),Meat and poultry,USA,Plastic wrap,1,"7,650 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,7650,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90,N/A,N/A,N/A,N/A,N/A,85,,,7650,,0,1,0
Hamburger sample 2 (School Lunch),Fast food,USA,Burgers: plastic bag (frozen); Buns: plastic bag,1,"99,000 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,99000,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,990,N/A,N/A,N/A,N/A,N/A,100,,,99000,,0,1,0
Hamburger batch 2 sample 2 (School Lunch),Fast food,USA,Tray with plastic film,1,"5,039,000 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,5039000,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"50,390",N/A,N/A,N/A,N/A,N/A,100,,,5039000,,0,1,0
Hot dogs sample 2 (School Lunch),Fast food,USA,Plastic bag (frozen),1,"8,500 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,8500,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,170,N/A,N/A,N/A,N/A,N/A,50,,,8500,,0,1,0
Taco meat (beef) sample 2 (School Lunch),Fast food,USA,Tray with plastic film,1,"116,900 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,116900,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,670",N/A,N/A,N/A,N/A,N/A,70,,,116900,,0,1,0
Pizza sample 2 (School Lunch),Fast food,USA,Tray with plastic film,1,"330,300 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,330300,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,670",N/A,N/A,N/A,N/A,N/A,90,,,330300,,0,1,0
Pizza sample 2 (School Lunch),Fast food,USA,Plastic wrap (frozen),1,"53,100 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,53100,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,590,N/A,N/A,N/A,N/A,N/A,90,,,53100,,0,1,0
Pizza sample 2 (School Lunch),Fast food,USA,Plastic wrap (frozen),1,"7,200 ng/serving for 1 phthalate substitutes",Phthalate subsitutes: DEHA,0,7200,0,Cohen et al.,"Phthalates, adipates, BPA, and pesticides in school meals",2023,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,N/A,N/A,N/A,N/A,N/A,90,,,7200,,0,1,0
Basa,Seafood,Canada,Packaged,4,"10,032 ng/serving for 4 phthalates
20,708 ng/serving for 3 phthalate substitutes
2,100 ng/serving for 2 bisphenols","Phthalates: DBP, DEHP, DiNP, DEP
Phthalate substitutes: DIDA, DEHA, DINCH
Bisphenols: BPA, BPS",10032,20708,2100,Tian et al.,Targeted screening of 11 bisphenols and 7 plasticizers in food composites from Canada and South Africa,2022,mean ± SD,3.62±4.77,N/A,3.16±2.02,28.3±20.1,N/A,N/A,31.8±27.8,N/A,N/A,N/A,N/A,0,136±106,2.05±2.19,N/A,0,14.0±17.3,N/A,150,,2508,6903,1050,4,3,2
Basa,Seafood,Canada,Non-packaged,2,"8,558 ng/serving for 4 phthalates
22,554 ng/serving for 3 phthalate substitutes
1,740 ng/serving for 2 bisphenols","Phthalates: DBP, DEHP, DiNP, DEP
Phthalate substitutes: DIDA, DEHA, DINCH
Bisphenols: BPA, BPS",8558,22554,1740,Tian et al.,Targeted screening of 11 bisphenols and 7 plasticizers in food composites from Canada and South Africa,2022,mean ± SD,21.2±29.9,N/A,8.70±5.65,1.95±1.39,N/A,N/A,25.2±35.6,N/A,N/A,N/A,N/A,0,148±151,2.36±3.12,N/A,0,11.6±7.7,N/A,150,,2139,7518,870,4,3,2
